term,mean,ci_low,ci_high,pd,rope_perc,rate_ratio_mean,rate_ratio_ci_l,rate_ratio_ci_h
dominanttree1Salix:dominanttree3Pinus,-0.174,-3.654,3.32,0.539,0.046,0.841,0.026,27.664
dominanttree1Salix:dominanttree3Quercus,0.006,-3.981,4.028,0.501,0.042,1.006,0.019,56.171
dominanttree1Salix:dominanttree3Rubus,0.01,-3.956,3.943,0.5,0.039,1.01,0.019,51.562
dominanttree1Salix:dominanttree3Sambucus,-0.01,-4.01,3.983,0.502,0.041,0.99,0.018,53.667
dominanttree2Acer,0.586,-2.683,3.913,0.632,0.044,1.796,0.068,50.035
dominanttree2Acer:dominanttree3Acer,-0.016,-3.881,3.923,0.504,0.037,0.984,0.021,50.552
dominanttree2Acer:dominanttree3Betula,0.385,-3.245,4.025,0.581,0.045,1.47,0.039,55.968
dominanttree2Acer:dominanttree3Eucalyptus,0.017,-3.93,3.925,0.504,0.038,1.018,0.02,50.667
dominanttree2Acer:dominanttree3Fagus,-0.005,-4,3.957,0.502,0.037,0.995,0.018,52.302
dominanttree2Acer:dominanttree3Ilex,0.001,-3.925,3.945,0.501,0.039,1.001,0.02,51.668
dominanttree2Acer:dominanttree3Pinus,0.004,-3.953,3.955,0.501,0.038,1.004,0.019,52.185
dominanttree2Acer:dominanttree3Quercus,0.012,-3.566,3.648,0.501,0.049,1.012,0.028,38.397
dominanttree2Acer:dominanttree3Rubus,-0.002,-3.964,3.969,0.501,0.041,0.998,0.019,52.954
dominanttree2Acer:dominanttree3Sambucus,0.165,-3.318,3.637,0.537,0.045,1.179,0.036,37.997
dominanttree2Alnus,0.307,-2.926,3.526,0.578,0.053,1.359,0.054,33.984
dominanttree2Alnus:dominanttree3Acer,-0.007,-3.962,3.898,0.501,0.043,0.993,0.019,49.297
dominanttree2Alnus:dominanttree3Betula,-0.008,-3.968,3.906,0.503,0.041,0.992,0.019,49.718
dominanttree2Alnus:dominanttree3Eucalyptus,0.003,-3.993,3.959,0.501,0.039,1.003,0.018,52.427
dominanttree2Alnus:dominanttree3Fagus,0.003,-3.873,3.882,0.5,0.038,1.003,0.021,48.518
dominanttree2Alnus:dominanttree3Ilex,-0.006,-3.906,3.879,0.501,0.041,0.994,0.02,48.385
dominanttree2Alnus:dominanttree3Pinus,-0.205,-3.862,3.458,0.539,0.047,0.814,0.021,31.744
dominanttree2Alnus:dominanttree3Quercus,0.011,-3.972,4.019,0.504,0.041,1.011,0.019,55.638
dominanttree2Alnus:dominanttree3Rubus,0.007,-3.883,3.929,0.501,0.039,1.007,0.021,50.862
dominanttree2Alnus:dominanttree3Sambucus,0.023,-3.922,4.001,0.502,0.043,1.023,0.02,54.673
dominanttree2Betula,-0.749,-4.138,2.652,0.672,0.043,0.473,0.016,14.177
dominanttree2Betula:dominanttree3Acer,-0.695,-4.498,3.052,0.637,0.042,0.499,0.011,21.151
dominanttree2Betula:dominanttree3Betula,0.013,-3.926,3.957,0.503,0.04,1.013,0.02,52.29
dominanttree2Betula:dominanttree3Eucalyptus,-0.014,-4.042,3.923,0.501,0.039,0.986,0.018,50.527
dominanttree2Betula:dominanttree3Fagus,-0.009,-3.922,3.854,0.501,0.04,0.991,0.02,47.202
dominanttree2Betula:dominanttree3Ilex,-0.002,-3.917,3.951,0.503,0.041,0.998,0.02,52.008
dominanttree2Betula:dominanttree3Pinus,-0.006,-3.904,3.919,0.503,0.041,0.994,0.02,50.366
dominanttree2Betula:dominanttree3Quercus,-0.013,-3.906,3.992,0.501,0.041,0.987,0.02,54.181
dominanttree2Betula:dominanttree3Rubus,0.006,-3.885,3.899,0.502,0.041,1.006,0.021,49.357
dominanttree2Betula:dominanttree3Sambucus,0.004,-3.965,3.962,0.502,0.041,1.004,0.019,52.577
dominanttree2Cedrus,0.326,-3.342,4.003,0.571,0.04,1.385,0.035,54.759
dominanttree2Cedrus:dominanttree3Acer,-0.006,-3.894,3.903,0.502,0.043,0.994,0.02,49.554
dominanttree2Cedrus:dominanttree3Betula,-0.006,-3.958,3.893,0.504,0.038,0.994,0.019,49.05
dominanttree2Cedrus:dominanttree3Eucalyptus,0.324,-3.276,3.878,0.57,0.043,1.383,0.038,48.334
dominanttree2Cedrus:dominanttree3Fagus,-0.008,-3.875,3.913,0.502,0.042,0.992,0.021,50.061
dominanttree2Cedrus:dominanttree3Ilex,0.015,-3.906,3.935,0.502,0.039,1.015,0.02,51.185
dominanttree2Cedrus:dominanttree3Pinus,0.018,-3.807,3.945,0.5,0.044,1.018,0.022,51.679
dominanttree2Cedrus:dominanttree3Quercus,0.025,-3.998,4.057,0.505,0.043,1.026,0.018,57.79
dominanttree2Cedrus:dominanttree3Rubus,0.009,-3.814,3.83,0.501,0.045,1.009,0.022,46.054
dominanttree2Cedrus:dominanttree3Sambucus,0.008,-3.88,3.889,0.5,0.035,1.008,0.021,48.863
dominanttree2Crataegus,0.189,-3.032,3.453,0.545,0.048,1.208,0.048,31.593
dominanttree2Crataegus:dominanttree3Acer,0.005,-3.888,3.918,0.502,0.041,1.005,0.02,50.294
dominanttree2Crataegus:dominanttree3Betula,-0.01,-3.849,3.882,0.501,0.04,0.99,0.021,48.516
dominanttree2Crataegus:dominanttree3Eucalyptus,0.001,-3.968,3.973,0.503,0.043,1.001,0.019,53.149
dominanttree2Crataegus:dominanttree3Fagus,0.009,-3.981,3.993,0.503,0.042,1.009,0.019,54.201
dominanttree2Crataegus:dominanttree3Ilex,0.006,-3.863,3.857,0.503,0.039,1.006,0.021,47.318
dominanttree2Crataegus:dominanttree3Pinus,0.018,-3.831,3.926,0.503,0.043,1.018,0.022,50.689
dominanttree2Crataegus:dominanttree3Quercus,-0.011,-3.899,3.87,0.5,0.045,0.989,0.02,47.954
dominanttree2Crataegus:dominanttree3Rubus,0.006,-3.919,3.875,0.505,0.04,1.006,0.02,48.188
dominanttree2Crataegus:dominanttree3Sambucus,-0.017,-3.985,3.867,0.5,0.038,0.983,0.019,47.786
dominanttree2Fagus,0.494,-2.403,3.383,0.63,0.056,1.639,0.09,29.449
dominanttree2Fagus:dominanttree3Acer,-0.007,-3.996,3.955,0.501,0.04,0.993,0.018,52.172
dominanttree2Fagus:dominanttree3Betula,0.003,-3.941,3.923,0.501,0.038,1.003,0.019,50.557
dominanttree2Fagus:dominanttree3Eucalyptus,-0.011,-3.979,3.947,0.5,0.039,0.989,0.019,51.772
dominanttree2Fagus:dominanttree3Fagus,-0.014,-3.971,3.924,0.501,0.048,0.986,0.019,50.623
dominanttree2Fagus:dominanttree3Ilex,0.013,-3.861,3.856,0.504,0.038,1.013,0.021,47.281
dominanttree2Fagus:dominanttree3Pinus,0.019,-3.824,3.926,0.505,0.044,1.019,0.022,50.699
dominanttree2Fagus:dominanttree3Quercus,0.463,-2.9,3.898,0.603,0.044,1.589,0.055,49.284
dominanttree2Fagus:dominanttree3Rubus,0.013,-3.88,3.913,0.502,0.041,1.013,0.021,50.069
dominanttree2Fagus:dominanttree3Sambucus,0.299,-3.328,3.939,0.566,0.044,1.349,0.036,51.348
dominanttree2Fraxinus,0.216,-2.648,3.122,0.559,0.057,1.241,0.071,22.701
dominanttree2Fraxinus:dominanttree3Acer,-0.008,-3.881,3.844,0.503,0.04,0.992,0.021,46.711
dominanttree2Fraxinus:dominanttree3Betula,-0.015,-3.988,3.978,0.503,0.041,0.985,0.019,53.423
dominanttree2Fraxinus:dominanttree3Eucalyptus,0.005,-3.907,3.912,0.501,0.036,1.005,0.02,49.983
dominanttree2Fraxinus:dominanttree3Fagus,0.003,-3.869,3.846,0.501,0.04,1.003,0.021,46.811
dominanttree2Fraxinus:dominanttree3Ilex,0.014,-3.941,3.969,0.505,0.041,1.014,0.019,52.906
dominanttree2Fraxinus:dominanttree3Pinus,-0.01,-3.838,3.872,0.505,0.042,0.99,0.022,48.024
dominanttree2Fraxinus:dominanttree3Quercus,0.018,-3.922,3.947,0.505,0.039,1.018,0.02,51.785
dominanttree2Fraxinus:dominanttree3Rubus,0.014,-3.877,3.907,0.505,0.039,1.014,0.021,49.754
dominanttree2Fraxinus:dominanttree3Sambucus,-0.007,-3.972,3.92,0.5,0.037,0.993,0.019,50.386
dominanttree2Picea,0.688,-3.01,4.366,0.641,0.04,1.99,0.049,78.76
dominanttree2Picea:dominanttree3Acer,0,-3.98,3.974,0.505,0.043,1,0.019,53.193
dominanttree2Picea:dominanttree3Betula,-0.02,-3.952,3.87,0.504,0.039,0.98,0.019,47.948
dominanttree2Picea:dominanttree3Eucalyptus,0.002,-3.884,3.892,0.501,0.041,1.002,0.021,49.024
dominanttree2Picea:dominanttree3Fagus,0.01,-3.862,3.991,0.501,0.039,1.01,0.021,54.13
dominanttree2Picea:dominanttree3Ilex,-0.012,-3.926,3.857,0.503,0.039,0.988,0.02,47.318
dominanttree2Picea:dominanttree3Pinus,0.682,-2.935,4.25,0.648,0.04,1.979,0.053,70.083
dominanttree2Picea:dominanttree3Quercus,0.007,-3.885,3.937,0.5,0.041,1.007,0.021,51.246
dominanttree2Picea:dominanttree3Rubus,0.005,-3.933,3.925,0.504,0.039,1.005,0.02,50.648
dominanttree2Picea:dominanttree3Sambucus,-0.015,-4.022,3.967,0.505,0.039,0.985,0.018,52.809
dominanttree2Pinus,0.296,-2.971,3.605,0.573,0.046,1.345,0.051,36.797
dominanttree2Pinus:dominanttree3Acer,-0.007,-3.929,3.918,0.504,0.04,0.993,0.02,50.29
dominanttree2Pinus:dominanttree3Betula,0.002,-3.905,3.913,0.5,0.04,1.002,0.02,50.035
dominanttree2Pinus:dominanttree3Eucalyptus,0.016,-3.887,3.85,0.503,0.037,1.016,0.021,46.998
dominanttree2Pinus:dominanttree3Fagus,-0.012,-4.003,3.897,0.5,0.037,0.988,0.018,49.238
dominanttree2Pinus:dominanttree3Ilex,-0.028,-3.986,3.947,0.507,0.034,0.972,0.019,51.8
dominanttree2Pinus:dominanttree3Pinus,0.001,-3.885,3.853,0.501,0.04,1.001,0.021,47.127
dominanttree2Pinus:dominanttree3Quercus,-0.795,-4.651,3.005,0.664,0.038,0.452,0.01,20.196
dominanttree2Pinus:dominanttree3Rubus,0.008,-3.892,3.861,0.502,0.039,1.008,0.02,47.518
dominanttree2Pinus:dominanttree3Sambucus,-0.01,-3.957,3.978,0.504,0.041,0.99,0.019,53.427
dominanttree2Prunus,-1.692,-4.875,1.615,0.848,0.029,0.184,0.008,5.03
dominanttree2Prunus:dominanttree3Acer,0.014,-3.859,3.953,0.503,0.04,1.014,0.021,52.07
dominanttree2Prunus:dominanttree3Betula,0.012,-3.981,3.967,0.503,0.041,1.012,0.019,52.826
dominanttree2Prunus:dominanttree3Eucalyptus,0.007,-3.968,3.965,0.501,0.043,1.007,0.019,52.743
dominanttree2Prunus:dominanttree3Fagus,-0.172,-3.621,3.251,0.538,0.042,0.842,0.027,25.828
dominanttree2Prunus:dominanttree3Ilex,-0.018,-3.951,3.903,0.501,0.044,0.982,0.019,49.553
dominanttree2Prunus:dominanttree3Pinus,-0.001,-3.944,3.914,0.503,0.041,0.999,0.019,50.09
dominanttree2Prunus:dominanttree3Quercus,-0.009,-3.898,3.957,0.503,0.041,0.991,0.02,52.291
dominanttree2Prunus:dominanttree3Rubus,0.012,-3.854,3.96,0.501,0.043,1.012,0.021,52.476
dominanttree2Prunus:dominanttree3Sambucus,0.002,-3.974,3.959,0.5,0.037,1.002,0.019,52.412
dominanttree2Quercus,0.717,-1.886,3.243,0.709,0.053,2.048,0.152,25.604
dominanttree2Quercus:dominanttree3Acer,0.183,-3.413,3.79,0.541,0.039,1.201,0.033,44.276
dominanttree2Quercus:dominanttree3Betula,-0.684,-4.171,2.867,0.648,0.043,0.505,0.015,17.589
dominanttree2Quercus:dominanttree3Eucalyptus,0.011,-3.92,3.927,0.501,0.039,1.011,0.02,50.778
dominanttree2Quercus:dominanttree3Fagus,0.269,-3.29,3.819,0.56,0.044,1.309,0.037,45.572
dominanttree2Quercus:dominanttree3Ilex,0.267,-3.101,3.645,0.562,0.045,1.307,0.045,38.282
dominanttree2Quercus:dominanttree3Pinus,-0.021,-3.936,3.944,0.504,0.04,0.98,0.02,51.648
dominanttree2Quercus:dominanttree3Quercus,-0.571,-4.01,2.86,0.629,0.043,0.565,0.018,17.465
dominanttree2Quercus:dominanttree3Rubus,-0.891,-4.562,2.778,0.681,0.036,0.41,0.01,16.093
dominanttree2Quercus:dominanttree3Sambucus,-0.005,-3.962,3.864,0.501,0.038,0.995,0.019,47.652
dominanttree3Acer,-0.485,-3.97,2.903,0.608,0.045,0.616,0.019,18.23
dominanttree3Betula,-0.292,-3.657,3.11,0.565,0.046,0.747,0.026,22.414
dominanttree3Eucalyptus,0.307,-3.405,4.094,0.563,0.045,1.359,0.033,59.972
dominanttree3Fagus,0.059,-3.177,3.339,0.511,0.049,1.061,0.042,28.182
dominanttree3Ilex,0.295,-3.096,3.645,0.566,0.046,1.343,0.045,38.286
dominanttree3Pinus,0.468,-2.925,3.814,0.606,0.047,1.597,0.054,45.341
dominanttree3Quercus,-0.899,-3.868,2.039,0.729,0.042,0.407,0.021,7.679
dominanttree3Rubus,-0.911,-4.656,2.833,0.686,0.036,0.402,0.01,16.993
dominanttree3Sambucus,0.467,-2.954,3.925,0.606,0.047,1.595,0.052,50.677
